3,85248, Note_on_c,1,62,90,
3,85248, Note_on_c,1,55,90,
3,85332, Note_off_c,1,55,0,
3,85332, Note_off_c,1,62,0,
3,85344, Note_on_c,1,55,90,
3,85344, Note_on_c,1,62,90,
3,85344, Note_on_c,1,66,90,
3,85476, Note_off_c,1,66,0,
3,85476, Note_off_c,1,62,0,
3,85476, Note_off_c,1,55,0,
3,85488, Note_on_c,1,55,90,
3,85488, Note_on_c,1,62,90,
3,85488, Note_on_c,1,66,90,
3,85524, Note_off_c,1,66,0,
3,85524, Note_off_c,1,62,0,
3,85524, Note_off_c,1,55,0,
3,85536, Note_on_c,1,55,90,
3,85536, Note_on_c,1,62,90,
3,85536, Note_on_c,1,66,90,
3,85620, Note_off_c,1,66,0,
3,85620, Note_off_c,1,62,0,
3,85620, Note_off_c,1,55,0,
3,85632, Note_on_c,1,55,90,
3,85632, Note_on_c,1,62,90,
3,85632, Note_on_c,1,64,90,
3,85812, Note_off_c,1,64,0,
3,85812, Note_off_c,1,62,0,
3,85812, Note_off_c,1,48,0,
3,85812, Note_off_c,1,55,0,
3,85824, Note_on_c,1,48,90,
3,85824, Note_on_c,1,52,90,
3,85824, Note_on_c,1,55,90,
3,85824, Note_on_c,1,60,90,
3,86004, Note_off_c,1,60,0,
3,86004, Note_off_c,1,55,0,
3,86004, Note_off_c,1,52,0,
3,86016, Note_on_c,1,55,90,
3,86016, Note_on_c,1,60,90,
3,86100, Note_off_c,1,60,0,
3,86100, Note_off_c,1,55,0,
3,86112, Note_on_c,1,55,90,
3,86112, Note_on_c,1,62,90,
3,86112, Note_on_c,1,66,90,
3,86244, Note_off_c,1,66,0,
3,86244, Note_off_c,1,62,0,
3,86244, Note_off_c,1,55,0,
3,86256, Note_on_c,1,66,90,
3,86256, Note_on_c,1,62,90,
3,86256, Note_on_c,1,55,90,
3,86292, Note_off_c,1,55,0,
3,86292, Note_off_c,1,62,0,
3,86292, Note_off_c,1,66,0,
3,86304, Note_on_c,1,55,90,
3,86304, Note_on_c,1,62,90,
3,86304, Note_on_c,1,66,90,
3,86388, Note_off_c,1,66,0,
3,86388, Note_off_c,1,62,0,
3,86388, Note_off_c,1,55,0,
3,86400, Note_on_c,1,64,90,
3,86404, Note_on_c,1,50,90,
3,86404, Note_on_c,1,62,90,
3,86580, Note_off_c,1,64,0,
3,86584, Note_off_c,1,50,0,
3,86584, Note_off_c,1,62,0,
3,86592, Note_on_c,1,62,90,
3,86592, Note_on_c,1,64,90,
3,86596, Note_on_c,1,50,90,
3,86676, Note_off_c,1,64,0,
3,86676, Note_off_c,1,48,0,
3,86676, Note_off_c,1,62,0,
3,86680, Note_off_c,1,50,0,
3,86688, Note_on_c,1,50,90,
3,86688, Note_on_c,1,57,90,
3,86688, Note_on_c,1,62,90,
3,86688, Note_on_c,1,64,90,
3,86724, Note_off_c,1,64,0,
3,86724, Note_off_c,1,62,0,
3,86724, Note_off_c,1,57,0,
3,86724, Note_off_c,1,50,0,
3,86736, Note_on_c,1,50,90,
3,86736, Note_on_c,1,57,90,
3,86736, Note_on_c,1,62,90,
3,86736, Note_on_c,1,66,90,
3,86772, Note_off_c,1,66,0,
3,86772, Note_off_c,1,62,0,
3,86772, Note_off_c,1,57,0,
3,86772, Note_off_c,1,50,0,
3,86784, Note_on_c,1,50,90,
3,86784, Note_on_c,1,57,90,
3,86784, Note_on_c,1,62,90,
3,86784, Note_on_c,1,67,90,
3,87060, Note_off_c,1,67,0,
3,87060, Note_off_c,1,62,0,
3,87060, Note_off_c,1,57,0,
3,87060, Note_off_c,1,50,0,
3,87072, Note_on_c,1,50,90,
3,87072, Note_on_c,1,57,90,
3,87072, Note_on_c,1,62,90,
3,87072, Note_on_c,1,64,90,
3,87108, Note_off_c,1,64,0,
3,87108, Note_off_c,1,62,0,
3,87108, Note_off_c,1,57,0,
3,87108, Note_off_c,1,50,0,
3,87120, Note_on_c,1,50,90,
3,87120, Note_on_c,1,57,90,
3,87120, Note_on_c,1,62,90,
3,87120, Note_on_c,1,66,90,
3,87156, Note_off_c,1,66,0,
3,87156, Note_off_c,1,62,0,
3,87156, Note_off_c,1,57,0,
3,87156, Note_off_c,1,50,0,
3,87168, Note_on_c,1,50,90,
3,87168, Note_on_c,1,57,90,
3,87168, Note_on_c,1,67,90,
3,87444, Note_off_c,1,67,0,
3,87444, Note_off_c,1,57,0,
3,87444, Note_off_c,1,50,0,
3,87456, Note_on_c,1,50,90,
3,87456, Note_on_c,1,57,90,
3,87456, Note_on_c,1,64,90,
3,87492, Note_off_c,1,64,0,
3,87492, Note_off_c,1,57,0,
3,87492, Note_off_c,1,50,0,
3,87504, Note_on_c,1,50,90,
3,87504, Note_on_c,1,57,90,
3,87504, Note_on_c,1,66,90,
3,87552, Note_off_c,1,66,0,
3,87552, Note_off_c,1,57,0,
3,87552, Note_off_c,1,50,0,
3,87552, Note_on_c,1,50,90,
3,87552, Note_on_c,1,57,90,
3,87552, Note_on_c,1,62,90,
3,87552, Note_on_c,1,67,90,
3,87732, Note_off_c,1,67,0,
3,87732, Note_off_c,1,62,0,
3,87732, Note_off_c,1,57,0,
3,87732, Note_off_c,1,50,0,
3,87744, Note_on_c,1,67,90,
3,87744, Note_on_c,1,62,90,
3,87744, Note_on_c,1,57,90,
3,87744, Note_on_c,1,50,90,
3,87924, Note_off_c,1,50,0,
3,87924, Note_off_c,1,57,0,
3,87924, Note_off_c,1,62,0,
3,87924, Note_off_c,1,67,0,
3,87936, Note_on_c,1,50,90,
3,87936, Note_on_c,1,57,90,
3,87936, Note_on_c,1,62,90,
3,87936, Note_on_c,1,66,90,
3,88116, Note_off_c,1,66,0,
3,88116, Note_off_c,1,62,0,
3,88116, Note_off_c,1,57,0,
3,88116, Note_off_c,1,50,0,
3,88128, Note_on_c,1,59,90,
3,88128, Note_on_c,1,60,90,
3,88129, Note_off_c,1,59,0,
3,88132, Note_on_c,1,64,90,
3,88788, Note_off_c,1,60,0,
3,88788, Note_off_c,1,64,0,
3,88788, End_track,,,,
4,0, Start_track,,,,
4,0, Instrument_t,recorders 1&2       ,,,
4,0, Channel_prefix,2,,,
4,0, Control_c,2,7,45,
4,0, Control_c,2,10,44,
4,0, Program_c,2,74,,
4,0, Control_c,2,0,0,
4,12, Program_c,2,74,,
4,3072, Note_on_c,2,72,90,
4,3072, Note_on_c,2,76,90,
4,3828, Note_off_c,2,76,0,
4,3828, Note_off_c,2,72,0,
4,3840, Note_on_c,2,72,90,
4,3840, Note_on_c,2,69,90,
4,4596, Note_off_c,2,69,0,
4,4596, Note_off_c,2,72,0,
4,4608, Note_on_c,2,72,90,
4,4608, Note_on_c,2,69,90,
4,5364, Note_off_c,2,69,0,
4,5364, Note_off_c,2,72,0,
4,5376, Note_on_c,2,71,90,
4,5376, Note_on_c,2,74,90,
4,5460, Note_off_c,2,74,0,
4,5460, Note_off_c,2,71,0,
4,5472, Note_on_c,2,72,90,
4,5472, Note_on_c,2,76,90,
4,5556, Note_off_c,2,76,0,
4,5556, Note_off_c,2,72,0,
4,5568, Note_on_c,2,76,90,
4,5568, Note_on_c,2,72,90,
4,5940, Note_off_c,2,72,0,
4,5940, Note_off_c,2,76,0,
4,6144, Note_on_c,2,72,90,
4,6144, Note_on_c,2,76,90,
4,6516, Note_off_c,2,76,0,
4,6516, Note_off_c,2,72,0,
4,6528, Note_on_c,2,74,90,
4,6528, Note_on_c,2,78,90,
4,6900, Note_off_c,2,78,0,
4,6900, Note_off_c,2,74,0,
4,6912, Note_on_c,2,77,90,
4,6912, Note_on_c,2,81,90,
4,7092, Note_off_c,2,81,0,
4,7092, Note_off_c,2,77,0,
4,7104, Note_on_c,2,79,90,
4,7104, Note_on_c,2,74,90,
4,7188, Note_off_c,2,79,0,
4,7200, Note_on_c,2,77,90,
4,7284, Note_off_c,2,74,0,
4,7284, Note_off_c,2,77,0,
4,7296, Note_on_c,2,72,90,
4,7296, Note_on_c,2,76,90,
4,7572, Note_off_c,2,76,0,
4,7572, Note_off_c,2,72,0,
4,7584, Note_on_c,2,74,90,
4,7584, Note_on_c,2,79,90,
4,7668, Note_off_c,2,79,0,
4,7668, Note_off_c,2,74,0,
4,7680, Note_on_c,2,76,90,
4,7680, Note_on_c,2,79,90,
4,8052, Note_off_c,2,79,0,
4,8052, Note_off_c,2,76,0,
4,8064, Note_on_c,2,79,90,
4,8064, Note_on_c,2,74,90,
4,8436, Note_off_c,2,74,0,
4,8448, Note_off_c,2,79,0,
4,8448, Note_on_c,2,79,110,
4,8532, Note_off_c,2,79,0,
4,8544, Note_on_c,2,78,110,
4,8544, Note_on_c,2,81,110,
4,8628, Note_off_c,2,81,0,
4,8628, Note_off_c,2,78,0,
4,8640, Note_on_c,2,81,110,
4,8640, Note_on_c,2,78,110,
4,9012, Note_off_c,2,78,0,
4,9012, Note_off_c,2,81,0,
4,9216, Note_on_c,2,72,90,
4,9216, Note_on_c,2,76,90,
4,9396, Note_off_c,2,76,0,
4,9396, Note_off_c,2,72,0,
4,9408, Note_on_c,2,76,90,
4,9408, Note_on_c,2,81,90,
4,9492, Note_off_c,2,81,0,
4,9504, Note_on_c,2,79,90,
4,9588, Note_off_c,2,76,0,
4,9588, Note_off_c,2,79,0,
4,9600, Note_on_c,2,79,90,
4,9600, Note_on_c,2,74,90,
4,9684, Note_off_c,2,79,0,
4,9696, Note_on_c,2,78,90,
4,9780, Note_off_c,2,74,0,
4,9780, Note_off_c,2,78,0,
4,9792, Note_on_c,2,76,90,
4,9792, Note_on_c,2,69,90,
4,9876, Note_off_c,2,76,0,
4,9888, Note_on_c,2,74,90,
4,9972, Note_off_c,2,74,0,
4,9984, Note_off_c,2,69,0,
4,9984, Note_on_c,2,81,90,
4,9984, Note_on_c,2,77,90,
4,10164, Note_off_c,2,81,0,
4,10176, Note_on_c,2,84,90,
4,10260, Note_off_c,2,77,0,
4,10260, Note_off_c,2,84,0,
4,10272, Note_on_c,2,83,90,
4,10272, Note_on_c,2,79,90,
4,10356, Note_off_c,2,79,0,
4,10356, Note_off_c,2,83,0,
4,10368, Note_on_c,2,81,90,
4,10368, Note_on_c,2,84,90,
4,10644, Note_off_c,2,84,0,
4,10644, Note_off_c,2,81,0,
4,10656, Note_on_c,2,86,90,
4,10740, Note_off_c,2,86,0,
4,10752, Note_on_c,2,79,90,
4,10752, Note_on_c,2,88,90,
4,11124, Note_off_c,2,88,0,
4,11124, Note_off_c,2,79,0,
4,11136, Note_on_c,2,86,90,
4,11136, Note_on_c,2,78,90,
4,11508, Note_off_c,2,86,0,
4,11520, Note_off_c,2,78,0,
4,11520, Note_on_c,2,72,100,
4,11520, Note_on_c,2,79,100,
4,11604, Note_off_c,2,79,0,
4,11616, Note_on_c,2,81,100,
4,11700, Note_off_c,2,81,0,
4,11712, Note_on_c,2,81,100,
4,12084, Note_off_c,2,72,0,
4,12084, Note_off_c,2,81,0,
4,15360, Note_on_c,2,72,90,
4,15360, Note_on_c,2,76,90,
4,16116, Note_off_c,2,72,0,
4,16128, Note_off_c,2,76,0,
4,16128, Note_on_c,2,72,90,
4,16128, Note_on_c,2,69,90,
4,16884, Note_off_c,2,69,0,
4,16884, Note_off_c,2,72,0,
4,16896, Note_on_c,2,72,90,
4,16896, Note_on_c,2,69,90,
4,17652, Note_off_c,2,69,0,
4,17652, Note_off_c,2,72,0,
4,17664, Note_on_c,2,71,90,
4,17664, Note_on_c,2,74,90,
4,17748, Note_off_c,2,74,0,
4,17748, Note_off_c,2,71,0,
4,17760, Note_on_c,2,72,90,
4,17760, Note_on_c,2,76,90,
4,17844, Note_off_c,2,76,0,
4,17844, Note_off_c,2,72,0,
4,17856, Note_on_c,2,76,90,
4,17856, Note_on_c,2,72,90,
4,18228, Note_off_c,2,72,0,
4,18228, Note_off_c,2,76,0,
4,23040, Note_on_c,2,76,90,
4,23040, Note_on_c,2,79,90,
4,23412, Note_off_c,2,79,0,
4,23412, Note_off_c,2,76,0,
4,23424, Note_on_c,2,78,90,
4,23424, Note_on_c,2,74,90,
4,23796, Note_off_c,2,74,0,
4,23796, Note_off_c,2,78,0,
4,23808, Note_on_c,2,76,90,
4,23808, Note_on_c,2,79,90,
4,23892, Note_off_c,2,79,0,
4,23904, Note_on_c,2,81,90,
4,23988, Note_off_c,2,81,0,
4,24000, Note_on_c,2,81,90,
4,24372, Note_off_c,2,76,0,
4,24372, Note_off_c,2,81,0,
4,24576, Note_on_c,2,72,90,
4,24576, Note_on_c,2,76,90,
4,25332, Note_off_c,2,72,0,
4,25344, Note_off_c,2,76,0,
4,25344, Note_on_c,2,72,90,
4,25344, Note_on_c,2,69,90,
4,26100, Note_off_c,2,69,0,
4,26100, Note_off_c,2,72,0,
4,26112, Note_on_c,2,72,90,
4,26112, Note_on_c,2,69,90,
4,26868, Note_off_c,2,69,0,
4,26868, Note_off_c,2,72,0,
4,26880, Note_on_c,2,71,90,
4,26880, Note_on_c,2,74,90,
4,26964, Note_off_c,2,74,0,
4,26964, Note_off_c,2,71,0,
4,26976, Note_on_c,2,72,90,
4,26976, Note_on_c,2,76,90,
4,27060, Note_off_c,2,76,0,
4,27060, Note_off_c,2,72,0,
4,27072, Note_on_c,2,76,90,
4,27072, Note_on_c,2,72,90,
4,27444, Note_off_c,2,72,0,
4,27444, Note_off_c,2,76,0,
4,27648, Note_on_c,2,72,90,
4,27648, Note_on_c,2,76,90,
4,28404, Note_off_c,2,72,0,
4,28416, Note_off_c,2,76,0,
4,28416, Note_on_c,2,72,90,
4,28416, Note_on_c,2,69,90,
4,29172, Note_off_c,2,69,0,
4,29172, Note_off_c,2,72,0,
4,29184, Note_on_c,2,72,90,
4,29184, Note_on_c,2,69,90,
4,29940, Note_off_c,2,69,0,
4,29940, Note_off_c,2,72,0,
4,29952, Note_on_c,2,71,90,
4,29952, Note_on_c,2,74,90,
4,30036, Note_off_c,2,74,0,
4,30036, Note_off_c,2,71,0,
4,30048, Note_on_c,2,72,90,
4,30048, Note_on_c,2,76,90,
4,30132, Note_off_c,2,76,0,
4,30132, Note_off_c,2,72,0,
4,30144, Note_on_c,2,76,90,
4,30144, Note_on_c,2,72,90,
4,30516, Note_off_c,2,72,0,
4,30516, Note_off_c,2,76,0,
4,30516, End_track,,,,
5,0, Start_track,,,,
5,0, Instrument_t,recorders 3&4       ,,,
5,0, Channel_prefix,4,,,
5,0, Control_c,4,7,45,
5,0, Control_c,4,10,44,
5,0, Program_c,4,74,,
5,0, Control_c,4,0,0,
5,12, Program_c,4,74,,
5,2304, Note_on_c,4,55,90,
5,2388, Note_off_c,4,55,0,
5,2400, Note_on_c,4,57,90,
5,2484, Note_off_c,4,57,0,
5,2496, Note_on_c,4,57,90,
5,2868, Note_off_c,4,57,0,
5,3072, Note_on_c,4,57,90,
5,3072, Note_on_c,4,64,90,
5,3444, Note_off_c,4,57,0,
5,3456, Note_on_c,4,56,90,
5,3828, Note_off_c,4,56,0,
5,3840, Note_on_c,4,55,90,
5,4212, Note_off_c,4,64,0,
5,4212, Note_off_c,4,55,0,
5,4224, Note_on_c,4,62,90,
5,4224, Note_on_c,4,54,90,
5,4596, Note_off_c,4,54,0,
5,4608, Note_off_c,4,62,0,
5,4608, Note_on_c,4,53,90,
5,4608, Note_on_c,4,60,90,
5,5364, Note_off_c,4,60,0,
5,5376, Note_off_c,4,53,0,
5,5376, Note_on_c,4,57,90,
5,5376, Note_on_c,4,67,90,
5,5460, Note_off_c,4,67,0,
5,5472, Note_on_c,4,69,90,
5,5556, Note_off_c,4,57,0,
5,5556, Note_off_c,4,69,0,
5,5568, Note_on_c,4,57,90,
5,5568, Note_on_c,4,69,90,
5,5940, Note_off_c,4,69,0,
5,5940, Note_off_c,4,57,0,
5,6144, Note_on_c,4,67,90,
5,6144, Note_on_c,4,60,90,
5,6516, Note_off_c,4,60,0,
5,6516, Note_off_c,4,67,0,
5,6528, Note_on_c,4,62,90,
5,6528, Note_on_c,4,69,90,
5,6900, Note_off_c,4,69,0,
5,6900, Note_off_c,4,62,0,
5,6912, Note_on_c,4,65,90,
5,6912, Note_on_c,4,72,90,
5,7092, Note_off_c,4,72,0,
5,7104, Note_on_c,4,69,90,
5,7284, Note_off_c,4,65,0,
5,7284, Note_off_c,4,69,0,
5,7296, Note_on_c,4,69,90,
5,7296, Note_on_c,4,57,90,
5,7572, Note_off_c,4,57,0,
5,7572, Note_off_c,4,69,0,
5,7584, Note_on_c,4,67,90,
5,7584, Note_on_c,4,59,90,
5,7668, Note_off_c,4,59,0,
5,7668, Note_off_c,4,67,0,
5,7680, Note_on_c,4,60,90,
5,7680, Note_on_c,4,67,90,
5,8052, Note_off_c,4,67,0,
5,8052, Note_off_c,4,60,0,
5,8064, Note_on_c,4,67,90,
5,8064, Note_on_c,4,59,90,
5,8436, Note_off_c,4,59,0,
5,8448, Note_off_c,4,67,0,
5,8448, Note_on_c,4,62,110,
5,8448, Note_on_c,4,71,110,
5,8532, Note_off_c,4,71,0,
5,8544, Note_on_c,4,69,110,
5,8628, Note_off_c,4,62,0,
5,8628, Note_off_c,4,69,0,
5,8640, Note_on_c,4,69,110,
5,8640, Note_on_c,4,62,110,
5,9012, Note_off_c,4,62,0,
5,9012, Note_off_c,4,69,0,
5,9216, Note_on_c,4,60,90,
5,9216, Note_on_c,4,67,90,
5,9396, Note_off_c,4,67,0,
5,9408, Note_on_c,4,72,90,
5,9492, Note_off_c,4,72,0,
5,9504, Note_on_c,4,71,90,
5,9588, Note_off_c,4,60,0,
5,9588, Note_off_c,4,71,0,
5,9600, Note_on_c,4,71,90,
5,9600, Note_on_c,4,62,90,
5,9684, Note_off_c,4,71,0,
5,9696, Note_on_c,4,69,90,
5,9780, Note_off_c,4,69,0,
5,9792, Note_on_c,4,67,90,
5,9876, Note_off_c,4,67,0,
5,9888, Note_on_c,4,66,90,
5,9972, Note_off_c,4,66,0,
5,9984, Note_off_c,4,62,0,
5,9984, Note_on_c,4,72,90,
5,9984, Note_on_c,4,65,90,
5,10164, Note_off_c,4,72,0,
5,10176, Note_on_c,4,74,90,
5,10260, Note_off_c,4,65,0,
5,10272, Note_on_c,4,67,90,
5,10356, Note_off_c,4,74,0,
5,10356, Note_off_c,4,67,0,
5,10368, Note_on_c,4,69,90,
5,10368, Note_on_c,4,76,90,
5,10644, Note_off_c,4,76,0,
5,10644, Note_off_c,4,69,0,
5,10752, Note_on_c,4,72,90,
5,10752, Note_on_c,4,60,90,
5,11124, Note_off_c,4,60,0,
5,11124, Note_off_c,4,72,0,
5,11136, Note_on_c,4,62,90,
5,11136, Note_on_c,4,69,90,
5,11508, Note_off_c,4,69,0,
5,11520, Note_off_c,4,62,0,
5,11520, Note_on_c,4,64,100,
5,11520, Note_on_c,4,53,100,
5,11604, Note_off_c,4,64,0,
5,11616, Note_on_c,4,65,100,
5,11700, Note_off_c,4,65,0,
5,11712, Note_on_c,4,65,100,
5,12084, Note_off_c,4,53,0,
5,12084, Note_off_c,4,65,0,
5,12288, Note_on_c,4,57,90,
5,12660, Note_off_c,4,57,0,
5,12672, Note_on_c,4,56,90,
5,13044, Note_off_c,4,56,0,
5,13056, Note_on_c,4,55,90,
5,13428, Note_off_c,4,55,0,
5,13440, Note_on_c,4,54,90,
5,13812, Note_off_c,4,54,0,
5,13824, Note_on_c,4,53,90,
5,14592, Note_off_c,4,53,0,
5,14592, Note_on_c,4,55,90,
5,14676, Note_off_c,4,55,0,
5,14688, Note_on_c,4,57,90,
5,14772, Note_off_c,4,57,0,
5,14784, Note_on_c,4,57,90,
5,15156, Note_off_c,4,57,0,
5,15360, Note_on_c,4,57,90,
5,15360, Note_on_c,4,64,90,
5,15732, Note_off_c,4,57,0,
5,15744, Note_on_c,4,56,90,
5,16116, Note_off_c,4,56,0,
5,16128, Note_off_c,4,64,0,
5,16128, Note_on_c,4,55,90,
5,16128, Note_on_c,4,64,90,
5,16500, Note_off_c,4,64,0,
5,16500, Note_off_c,4,55,0,
5,16512, Note_on_c,4,54,90,
5,16512, Note_on_c,4,62,90,
5,16884, Note_off_c,4,62,0,
5,16884, Note_off_c,4,54,0,
5,16896, Note_on_c,4,60,90,
5,16896, Note_on_c,4,53,90,
5,17652, Note_off_c,4,53,0,
5,17652, Note_off_c,4,60,0,
5,17664, Note_on_c,4,55,90,
5,17664, Note_on_c,4,67,90,
5,17748, Note_off_c,4,67,0,
5,17748, Note_off_c,4,55,0,
5,17760, Note_on_c,4,57,90,
5,17760, Note_on_c,4,69,90,
5,17844, Note_off_c,4,69,0,
5,17844, Note_off_c,4,57,0,
5,17856, Note_on_c,4,57,90,
5,17856, Note_on_c,4,69,90,
5,18228, Note_off_c,4,69,0,
5,18228, Note_off_c,4,57,0,
5,18432, Note_on_c,4,60,90,
5,18804, Note_off_c,4,60,0,
5,18816, Note_on_c,4,62,90,
5,19188, Note_off_c,4,62,0,
5,19200, Note_on_c,4,62,90,
5,19380, Note_off_c,4,62,0,
5,19392, Note_on_c,4,60,90,
5,19476, Note_off_c,4,60,0,
5,19488, Note_on_c,4,59,90,
5,19572, Note_off_c,4,59,0,
5,19584, Note_on_c,4,60,90,
5,19860, Note_off_c,4,60,0,
5,19872, Note_on_c,4,62,90,
5,19956, Note_off_c,4,62,0,
5,19968, Note_on_c,4,64,90,
5,20340, Note_off_c,4,64,0,
5,20352, Note_on_c,4,62,90,
5,20724, Note_off_c,4,62,0,
5,20736, Note_on_c,4,55,90,
5,20820, Note_off_c,4,55,0,
5,20832, Note_on_c,4,57,90,
5,20916, Note_off_c,4,57,0,
5,20928, Note_on_c,4,57,90,
5,21300, Note_off_c,4,57,0,
5,21504, Note_on_c,4,60,90,
5,21504, Note_on_c,4,67,90,
5,21684, Note_off_c,4,67,0,
5,21696, Note_on_c,4,72,90,
5,21780, Note_off_c,4,72,0,
5,21792, Note_on_c,4,71,90,
5,21876, Note_off_c,4,60,0,
5,21876, Note_off_c,4,71,0,
5,21888, Note_on_c,4,71,90,
5,21888, Note_on_c,4,62,90,
5,21972, Note_off_c,4,71,0,
5,21984, Note_on_c,4,69,90,
5,22068, Note_off_c,4,69,0,
5,22080, Note_on_c,4,67,90,
5,22164, Note_off_c,4,67,0,
5,22176, Note_on_c,4,66,90,
5,22260, Note_off_c,4,62,0,
5,22260, Note_off_c,4,66,0,
5,22272, Note_on_c,4,65,90,
5,22272, Note_on_c,4,69,90,
5,22452, Note_off_c,4,69,0,
5,22464, Note_on_c,4,71,90,
5,22644, Note_off_c,4,65,0,
5,22644, Note_off_c,4,71,0,
5,22656, Note_on_c,4,72,90,
5,22656, Note_on_c,4,57,90,
5,22836, Note_off_c,4,72,0,
5,22932, Note_off_c,4,57,0,
5,22944, Note_on_c,4,59,90,
5,23028, Note_off_c,4,59,0,
5,23040, Note_on_c,4,60,90,
5,23040, Note_on_c,4,67,90,
5,23412, Note_off_c,4,67,0,
5,23412, Note_off_c,4,60,0,
5,23424, Note_on_c,4,69,90,
5,23424, Note_on_c,4,62,90,
5,23796, Note_off_c,4,62,0,
5,23796, Note_off_c,4,69,0,
5,23808, Note_on_c,4,53,90,
5,23808, Note_on_c,4,71,90,
5,23892, Note_off_c,4,71,0,
5,23904, Note_on_c,4,72,90,
5,23988, Note_off_c,4,72,0,
5,24000, Note_on_c,4,72,90,
5,24180, Note_off_c,4,72,0,
5,24372, Note_off_c,4,53,0,
5,24576, Note_on_c,4,64,90,
5,24576, Note_on_c,4,57,90,
5,24948, Note_off_c,4,57,0,
5,24960, Note_on_c,4,56,90,
5,25332, Note_off_c,4,64,0,
5,25332, Note_off_c,4,56,0,
5,25344, Note_on_c,4,55,90,
5,25344, Note_on_c,4,64,90,
5,25716, Note_off_c,4,64,0,
5,25716, Note_off_c,4,55,0,
5,25728, Note_on_c,4,62,90,
5,25728, Note_on_c,4,54,90,
5,26100, Note_off_c,4,62,0,
5,26112, Note_off_c,4,54,0,
5,26112, Note_on_c,4,53,90,
5,26112, Note_on_c,4,60,90,
5,26868, Note_off_c,4,60,0,
5,26868, Note_off_c,4,53,0,
5,26880, Note_on_c,4,55,90,
5,26880, Note_on_c,4,67,90,
5,26964, Note_off_c,4,67,0,
5,26964, Note_off_c,4,55,0,
5,26976, Note_on_c,4,57,90,
5,26976, Note_on_c,4,69,90,
5,27060, Note_off_c,4,69,0,
5,27060, Note_off_c,4,57,0,
5,27072, Note_on_c,4,57,90,
5,27072, Note_on_c,4,69,90,
5,27444, Note_off_c,4,69,0,
5,27444, Note_off_c,4,57,0,
5,27648, Note_on_c,4,64,90,
5,27648, Note_on_c,4,57,90,
5,28020, Note_off_c,4,57,0,
5,28032, Note_on_c,4,56,90,
5,28404, Note_off_c,4,64,0,
5,28404, Note_off_c,4,56,0,
5,28416, Note_on_c,4,55,90,
5,28416, Note_on_c,4,64,90,
5,28788, Note_off_c,4,64,0,
5,28788, Note_off_c,4,55,0,
5,28800, Note_on_c,4,62,90,
5,28800, Note_on_c,4,54,90,
5,29172, Note_off_c,4,62,0,
5,29184, Note_off_c,4,54,0,
5,29184, Note_on_c,4,53,90,
5,29184, Note_on_c,4,60,90,
5,29940, Note_off_c,4,60,0,
5,29940, Note_off_c,4,53,0,
5,29952, Note_on_c,4,55,90,
5,29952, Note_on_c,4,67,90,
5,30036, Note_off_c,4,67,0,
5,30036, Note_off_c,4,55,0,
5,30048, Note_on_c,4,57,90,
5,30048, Note_on_c,4,69,90,
5,30132, Note_off_c,4,69,0,
5,30132, Note_off_c,4,57,0,
5,30144, Note_on_c,4,57,90,
5,30144, Note_on_c,4,69,90,
5,30516, Note_off_c,4,69,0,
5,30516, Note_off_c,4,57,0,
5,30516, End_track,,,,
6,0, Start_track,,,,
6,0, Instrument_t,mute guitar         ,,,
6,0, Channel_prefix,5,,,
6,0, Control_c,5,7,85,
6,0, Control_c,5,10,64,
6,0, Program_c,5,28,,
6,0, Control_c,5,0,0,
6,12, Program_c,5,28,,
6,32832, Note_on_c,5,55,72,
6,32832, Note_on_c,5,60,72,
6,32832, Note_on_c,5,64,72,
6,32916, Note_off_c,5,64,0,
6,32916, Note_off_c,5,60,0,
6,32916, Note_off_c,5,55,0,
6,33024, Note_on_c,5,64,72,
6,33024, Note_on_c,5,67,72,
6,33024, Note_on_c,5,71,72,
6,33108, Note_off_c,5,71,0,
6,33108, Note_off_c,5,67,0,
6,33108, Note_off_c,5,64,0,
6,33216, Note_on_c,5,69,72,
6,33216, Note_on_c,5,66,72,
6,33216, Note_on_c,5,62,72,
6,33300, Note_off_c,5,62,0,
6,33300, Note_off_c,5,66,0,
6,33300, Note_off_c,5,69,0,
6,33408, Note_on_c,5,60,72,
6,33408, Note_on_c,5,67,72,
6,33408, Note_on_c,5,64,72,
6,33492, Note_off_c,5,64,0,
6,33492, Note_off_c,5,67,0,
6,33492, Note_off_c,5,60,0,
6,33600, Note_on_c,5,62,72,
6,33600, Note_on_c,5,66,72,
6,33600, Note_on_c,5,69,72,
6,33684, Note_off_c,5,69,0,
6,33684, Note_off_c,5,66,0,
6,33684, Note_off_c,5,62,0,
6,35904, Note_on_c,5,55,72,
6,35904, Note_on_c,5,60,72,
6,35904, Note_on_c,5,64,72,
6,35988, Note_off_c,5,64,0,
6,35988, Note_off_c,5,60,0,
6,35988, Note_off_c,5,55,0,
6,36096, Note_on_c,5,64,72,
6,36096, Note_on_c,5,67,72,
6,36096, Note_on_c,5,71,72,
6,36180, Note_off_c,5,71,0,
6,36180, Note_off_c,5,67,0,
6,36180, Note_off_c,5,64,0,
6,36288, Note_on_c,5,69,72,
6,36288, Note_on_c,5,66,72,
6,36288, Note_on_c,5,62,72,
6,36372, Note_off_c,5,62,0,
6,36372, Note_off_c,5,66,0,
6,36372, Note_off_c,5,69,0,
6,36480, Note_on_c,5,60,72,
6,36480, Note_on_c,5,67,72,
6,36480, Note_on_c,5,64,72,
